invoice_number,order_id,product_id,line_number,quantity,unit_price,sales_amount,discount_amount,cost_amount,margin_amount
329393,124020,32720,13000,15,26.786,401.79,363.06,115.55,286.24
329393,124020,61853,30000,4,122.3575,489.43,442.25,288.71,200.72
329393,124020,62510,31000,1,682.38,682.38,616.62,375.57,306.81
329393,124020,45880,28000,2,403.31,806.62,728.88,564.11,242.51
329393,124020,47801,29000,1,855.12,855.12,772.72,475.75,379.37
329393,124020,37170,17000,10,100.256,1002.56,905.94,426.32,576.24
329393,124020,20910,6000,3,433.36,1300.08,1174.8,764.62,535.46
329393,124020,67550,34000,3,669.8233333,2009.47,1815.83,1057.69,951.78
329393,124020,28401,7000,6,507.6833333,3046.1,2752.54,1633.65,1412.45
329394,124021,13910,2000,4,56.65,226.6,204.76,127.62,98.98
329394,124021,63130,14000,2,120.3,240.6,217.4,270.29,-29.69
329394,124021,30557,8000,2,129.125,258.25,233.37,149.53,108.72
329394,124021,29260,7000,1,292.41,292.41,264.22,166.3,126.11
329394,124021,5742,11000,5,60.574,302.87,273.68,96.93,205.94
329394,124021,26370,4000,3,107.8233333,323.47,292.31,172.61,150.86
329394,124021,39901,10000,2,181.875,363.75,328.71,224.61,139.14
329394,124021,28500,6000,1,556.14,556.14,502.5401,303.54,252.6
329394,124021,27550,5000,1,569.76,569.76,514.85,296.55,273.21
329394,124021,62510,13000,2,682.38,1364.76,1233.24,751.14,613.62
329395,124022,26361,7000,1,230.98,230.98,208.72,134.67,96.31
329395,124022,63130,30000,2,120.3,240.6,217.4,270.29,-29.69
329395,124022,29312,16000,12,23.20833333,278.5,251.66,158.73,119.77
329395,124022,61145,28000,2,168.96,337.92,305.36,268.24,69.68
329395,124022,45880,24000,1,403.31,403.31,364.44,282.05,121.26
329395,124022,24702,6000,1,419.34,419.34,378.93,269.6,149.74
329395,124022,26370,8000,4,107.825,431.3,389.74,230.15,201.15
329395,124022,20910,3000,1,433.36,433.36,391.6,254.87,178.49
329395,124022,39116,22000,2,442.335,884.67,799.41,628.1,256.57
329395,124022,37441,19000,2,658.845,1317.69,1190.6898,677.0,640.69
329395,124022,67550,31000,3,669.8233333,2009.47,1815.83,1057.69,951.78
329397,124039,29753,32000,2,116.96,233.92,211.38,183.4,50.52
329397,124039,29757,33000,2,117.895,235.79,213.05,149.33,86.46
329397,124039,19730,6000,2,119.325,238.65,215.65,202.5,36.15
329397,124039,5742,56000,4,60.5725,242.29,218.95,77.54,164.75
329397,124039,30107,39000,2,122.11,244.22,220.7,121.24,122.98
329397,124039,63002,62000,2,131.33,262.66,237.34,116.37,146.29
329397,124039,30092,36000,2,148.68,297.36,268.7,154.19,143.17
329397,124039,37606,48000,2,214.6,429.2,387.84,230.28,198.92
329397,124039,29255,29000,2,266.725,533.45,482.05,325.78,207.67
329397,124039,26161,17000,1,581.37,581.37,525.33,293.17,288.2
329397,124039,29260,30000,2,292.405,584.81,528.45,332.59,252.22
329397,124039,38051,49000,2,303.345,606.69,548.23,426.52,180.17
329397,124039,601700,58000,6,109.4383333,656.63,652.45,359.4,297.23
329397,124039,30093,37000,3,258.3066667,774.92,700.24,477.43,297.49
329397,124039,45880,55000,3,403.31,1209.93,1093.32,846.16,363.77
329397,124039,63235,63000,4,328.32,1313.28,1186.72,1008.24,305.04
329401,124050,32966,36000,3,72.66333333,217.99,223.46,170.36,47.63
329401,124050,29312,84000,10,21.816,218.16,223.64,132.28,85.88
329401,124050,60863,77000,18,12.145,218.61,247.41,119.76,98.85
329401,124050,29255,30000,1,250.72,250.72,257.03,162.89,87.83
329401,124050,61860,76000,2,140.825,281.65,288.73,164.28,117.37
329401,124050,26370,20000,3,101.3566667,304.07,311.71,172.61,131.46
329401,124050,13047,7000,40,10.15725,406.29,416.51,277.09,129.2
329401,124050,61854,62000,3,140.8266667,422.48,433.09,256.62,165.86
329401,124050,61857,64000,3,140.8266667,422.48,433.09,255.65,166.83
329401,124050,5742,1000,8,56.93875,455.51,466.97,155.08,300.43
329401,124050,61859,72000,4,115.015,460.06,471.62,280.83,179.23
329401,124050,63004,73000,4,123.45,493.8,506.2,276.07,217.73
329401,124050,48500,55000,1,560.34,560.34,574.43,320.76,239.58
329401,124050,62947,75000,4,160.5775,642.31,658.45,520.51,121.8
329401,124050,61856,71000,6,115.015,690.09,707.43,430.5,259.59
329401,124050,63003,67000,6,123.4483333,740.69,759.31,410.4,330.29
329401,124050,11690,6000,8,94.97625,759.81,778.91,267.1,492.71
329401,124050,63002,66000,8,123.44875,987.59,1012.41,465.48,522.11
329401,124050,37605,81000,6,167.86,1007.16,1032.48,327.21,679.95
329401,124050,28500,27000,2,522.77,1045.54,1071.8202,607.08,438.46
329401,124050,37170,40000,12,94.24083333,1130.89,1159.31,511.58,619.31
329401,124050,67550,83000,2,629.635,1259.27,1290.93,705.13,554.14
329401,124050,25300,18000,13,98.46692308,1280.07,1312.26,727.18,552.89
329401,124050,17801,12000,2,706.735,1413.47,1448.99,899.38,514.09
329401,124050,63253,68000,10,172.734,1727.34,1770.76,999.83,727.51
329401,124050,37606,42000,10,201.725,2017.25,2067.95,1151.4,865.85
329401,124050,601700,70000,18,102.8727778,1851.71,2075.53,1078.21,773.5
329401,124050,37609,43000,9,240.1422222,2161.28,2215.6,1310.13,851.15
329401,124050,38826,50000,20,110.1455,2202.91,2258.29,742.33,1460.58
329401,124050,20990,15000,48,49.87291667,2393.9,2454.1,1409.12,984.78
329401,124050,47801,54000,3,803.8166667,2411.45,2472.07,1427.24,984.21
329401,124050,20910,14000,6,407.36,2444.16,2505.6,1529.24,914.92
329401,124050,37441,41000,4,619.31,2477.24,2539.5196,1354.01,1123.23
329401,124050,26502,22000,6,463.9533333,2783.72,2853.7,1601.67,1182.05
329401,124050,27550,24000,6,535.5733333,3213.44,3294.22,1779.28,1434.16
329401,124050,604700,82000,12,271.1141667,3253.37,3646.63,2437.6,815.77
329401,124050,28401,26000,8,477.2225,3817.78,3913.74,2178.2,1639.58
329401,124050,63600,79000,5,975.24,4876.2,4998.8,2573.86,2302.34
329401,124050,47550,53000,10,573.146,5731.46,5875.54,3129.43,2602.03
329402,124054,28500,26000,2,522.77,1045.54,1071.8202,607.08,438.46
329407,124067,64820,1000,2,784.975,1569.95,1269.2166,706.18,863.77
329417,124084,64820,1000,3,784.9733333,2354.92,1903.8299,1059.27,1295.65
329419,124091,64820,1000,1,784.97,784.97,634.6133,353.09,431.88
329422,124094,64820,1000,1,784.97,784.97,634.6133,353.09,431.88
329431,124108,64820,1000,1,784.97,784.97,634.6133,353.09,431.88
329437,124118,31149,1000,40,40.01275,1600.51,1733.89,795.69,804.82
329448,124151,28500,1000,15,522.7693333,7841.54,8038.6615,4553.07,3288.47
329449,124152,36015,1000,36,19.66777778,708.04,625.76,209.35,498.69
329217,121907,61686,1000,88,25.39443182,2234.71,93.11,1633.53,601.18
329219,123967,60953,1000,540,51.24,27669.6,1152.9,13872.49,13797.11
329220,122882,31400,1000,648,34.00501543,22035.25,918.1412,16718.08,5317.17
329226,123583,38842,3000,10,98.801,988.01,941.09,535.73,452.28
329229,123665,39198,2000,5,67.098,335.49,338.635,193.83,141.66
329229,123665,29071B,3000,127,90.2976378,11467.8,11575.4483,3791.2,7676.6
329230,121648,37570,1000,700,114.2688,79988.16,95055.94,67928.77,12059.39
329231,121655,63080,18001,40,257.40475,10296.19,12235.742,5336.94,4959.25
329232,121663,64302,4000,116,39.83043103,4620.33,5490.6824,4071.72,548.61
329237,121838,62770,1000,45,112.7424444,5073.41,6141.256,3433.07,1640.34
329238,121843,63113,1000,50,5.136,256.8,10.7,0.0,256.8
329239,121863,63891,5000,16,1325.13625,21202.18,22969.02,11397.7,9804.48
329243,122884,63654,15000,1,277.65,277.65,240.0,54.79,222.86
329245,123183,29460,24000,1,202.68,202.68,183.16,97.88,104.8
329245,123183,37606,41000,19,214.6005263,4077.41,3684.47,2187.66,1889.75
329246,123232,60794,8000,10,23.47,234.7,284.1,117.92,116.78
329248,123332,61471,1000,200,9.84,1968.0,82.0,1152.82,815.18
329250,123382,30490,14000,1,214.35,214.35,193.69,144.21,70.14
329250,123382,25987,5000,4,80.4775,321.91,290.89,66.4,255.51
329253,123422,38076,1001,25,238.1748,5954.37,7266.115,2890.72,3063.65
329254,123518,62055,9000,20,295.027,5900.54,7012.066,3406.47,2494.07
329256,123555,25982,23000,2,108.165,216.33,174.89,97.46,118.87
329256,123555,39681,44000,1,310.23,310.23,250.81,196.28,113.95
329256,123555,67550,55000,1,705.08,705.08,570.02,352.56,352.52
329256,123555,17801,13000,1,791.41,791.41,639.82,449.69,341.72
329257,123580,36031,17000,4,56.855,227.42,275.3,90.69,136.73
329257,123580,34440,12000,5,54.892,274.46,332.24,180.09,94.37
329258,123621,38061,7000,1,205.0,205.0,173.29,77.66,127.34
329258,123621,601700,13000,2,112.895,225.79,210.57,119.8,105.99
329258,123621,17801,15000,1,775.58,775.58,655.65,449.69,325.89
329258,123621,604700,12000,4,297.5275,1190.11,1109.89,812.53,377.58
329258,123621,67550,2000,2,690.98,1381.96,1168.24,705.13,676.83
329258,123621,28401,9000,3,523.7166667,1571.15,1328.17,816.82,754.33
329258,123621,47801,1000,2,882.13,1764.26,1491.42,951.5,812.76
329259,123687,38821,12000,2,103.42,206.84,199.08,131.46,75.38
329259,123687,38805,11000,2,103.42,206.84,199.08,131.46,75.38
329259,123687,29312,7000,10,23.697,236.97,204.83,132.28,104.69
329259,123687,13917,2000,10,26.829,268.29,231.91,132.83,135.46
329259,123687,28751,6000,5,60.856,304.28,263.02,204.28,100.0
329259,123687,33090,9000,3,102.36,307.08,265.44,119.42,187.66
329259,123687,21390,4000,10,56.148,561.48,485.32,264.76,296.72
329259,123687,61853,14000,5,124.932,624.66,539.94,360.88,263.78
329259,123687,61856,16000,5,124.932,624.66,539.94,358.75,265.91
329259,123687,61859,17000,5,124.932,624.66,539.94,351.03,273.63
329259,123687,62947,18000,8,174.4225,1395.38,1206.14,1041.02,354.36
329259,123687,20910,3000,5,442.486,2212.43,1912.37,1274.37,938.06
329260,123691,29460,15000,1,200.75,200.75,185.09,97.88,102.87
329260,123691,61853,36000,2,121.185,242.37,223.47,144.35,98.02
329260,123691,29754,16000,1,252.78,252.78,233.06,158.18,94.6
329260,123691,60448,32000,1,256.94,256.94,236.91,207.23,49.71
329260,123691,63654,42000,1,269.32,269.32,248.33,54.79,214.53
329260,123691,38810,25000,2,122.115,244.23,249.91,163.86,80.37
329260,123691,29260,13000,1,289.6,289.6,267.03,166.3,123.3
329260,123691,32720,19000,12,26.52916667,318.35,293.53,92.44,225.91
329260,123691,63664,44000,1,335.58,335.58,309.42,241.11,94.47
329260,123691,38826,26000,3,116.0533333,348.16,321.02,111.35,236.81
329260,123691,61500,34000,1,376.23,376.23,346.91,327.83,48.4
329260,123691,28500,9000,1,550.81,550.81,507.8701,303.54,247.27
329260,123691,20990,3000,18,52.54833333,945.87,872.13,528.42,417.45
329260,123691,63600,40000,3,1027.553333,3082.66,2842.34,1544.32,1538.34
329260,123691,29071,12000,50,94.3996,4719.98,4352.02,1493.2,3226.78
329262,123719,25906,3000,1,231.86,231.86,204.92,211.78,20.08
329262,123719,29255,7000,1,269.54,269.54,238.21,162.89,106.65
329262,123719,29758,24000,1,273.46,273.46,241.68,153.9,119.56
329262,123719,36001,10000,2,218.72,437.44,386.62,168.47,268.97
329262,123719,26361,27000,2,233.41,466.82,412.58,269.34,197.48
329262,123719,26502,5000,1,498.76,498.76,440.81,266.94,231.82
329264,123757,11690,2000,5,104.23,521.15,440.55,166.94,354.21
329264,123757,29255,7000,3,275.15,825.45,697.8,488.68,336.77
329264,123757,28401,6000,3,523.7166667,1571.15,1328.17,816.82,754.33
329266,123818,30107,21000,2,122.11,244.22,220.7,121.24,122.98
329266,123818,30093,20000,1,258.31,258.31,233.41,159.14,99.17
329266,123818,29255,13000,1,266.73,266.73,241.02,162.89,103.84
329266,123818,29260,14000,1,292.41,292.41,264.22,166.3,126.11
329266,123818,60098,32000,1,303.14,303.14,273.92,180.78,122.36
329266,123818,25982,10000,5,102.756,513.78,464.27,243.65,270.13
329266,123818,39478,29000,2,294.72,589.44,532.64,354.69,234.75
329266,123818,29754,18000,3,255.2166667,765.65,691.87,474.54,291.11
329266,123818,45880,31000,2,403.31,806.62,728.88,564.11,242.51
329266,123818,39681,30000,3,294.72,884.16,798.96,588.83,295.33
329266,123818,67550,40000,5,669.824,3349.12,3026.38,1762.82,1586.3
329266,123818,67550,36000,15,669.8253333,10047.38,9079.12,5288.46,4758.92
329268,123831,38061,9000,1,202.91,202.91,175.38,77.66,125.25
329268,123831,62027,15000,4,97.3825,389.53,336.71,287.11,102.42
329268,123831,47801,13000,1,873.13,873.13,754.71,475.75,397.38
329268,123831,36001,5000,4,221.0025,884.01,764.11,336.94,547.07
329268,123831,27550,3000,2,581.755,1163.51,1005.71,593.09,570.42
329268,123831,62510,20000,2,696.745,1393.49,1204.51,751.14,642.35
329268,123831,17801,1000,2,767.67,1535.34,1327.12,899.38,635.96
329268,123831,67550,17000,4,683.9275,2735.71,2364.69,1410.26,1325.45
329269,123847,29255,6000,1,272.34,272.34,235.41,162.89,109.45
329269,123847,26150,21000,1,295.49,295.49,255.42,87.35,208.14
329269,123847,38050,11000,2,161.575,323.15,279.31,215.54,107.61
329269,123847,20910,3000,1,442.48,442.48,382.48,254.87,187.61
329269,123847,26502,5000,1,503.96,503.96,435.61,266.94,237.02
329269,123847,28500,20000,1,567.85,567.85,490.8301,303.54,264.31
329269,123847,47801,12000,2,873.125,1746.25,1509.43,951.5,794.75
329270,123862,38844,12000,2,102.565,205.13,173.41,105.81,99.32
329270,123862,39972,14000,2,120.5,241.0,203.72,106.28,134.72
329270,123862,30093,8000,1,266.47,266.47,225.25,159.14,107.33
329270,123862,38061,5000,2,204.995,409.99,346.59,155.33,254.66
329270,123862,38051,6000,2,312.925,625.85,529.07,426.52,199.33
329270,123862,17801,10000,1,775.58,775.58,655.65,449.69,325.89
329270,123862,28401,9000,2,523.715,1047.43,885.45,544.55,502.88
329272,123876,28761,4000,5,79.48,397.4,391.4,238.73,158.67
329272,123876,32720,6000,29,25.68931034,744.99,733.72,223.39,521.6
329276,123883,47550,7000,1,641.82,641.82,518.88,312.94,328.88
329276,123883,47801,8000,1,900.13,900.13,727.71,475.75,424.38
329276,123883,28401,4000,4,534.4025,2137.61,1728.15,1089.1,1048.51
329277,123890,60037,1000,1,336.82,336.82,272.3,206.89,129.93
329277,123890,28401,4000,1,534.4,534.4,432.04,272.27,262.13
329278,123892,64820,1000,1,784.97,784.97,634.6133,353.09,431.88
329279,123894,62624,7000,2,134.815,269.63,326.37,187.32,82.31
329279,123894,63559,8000,3,134.8133333,404.44,489.56,285.44,119.0
329279,123894,63744,10000,3,134.8133333,404.44,489.56,287.78,116.66
329279,123894,63560,9000,5,134.812,674.06,815.94,477.06,197.0
329279,123894,62616,6000,10,134.813,1348.13,1631.87,953.46,394.67
329282,123920,60076,1001,94,13.69510638,1287.34,1529.84,708.21,579.13
329283,123921,25300,1000,5,110.266,551.33,445.72,279.68,271.65
329284,123927,38844,38000,2,100.475,200.95,177.59,105.81,95.14
329284,123927,32963,31000,3,72.89666667,218.69,193.27,158.8,59.89
329284,123927,62871,66000,20,11.668,233.36,206.24,99.44,133.92
329284,123927,32966,32000,3,78.11333333,234.34,207.11,170.36,63.98
329284,123927,39681,16000,1,297.82,297.82,263.22,196.28,101.54
329284,123927,28396,54000,50,7.5912,379.56,335.44,164.5,215.06
329284,123927,45880,5000,1,407.56,407.56,360.19,282.05,125.51
329284,123927,29394,7000,12,65.36833333,784.42,693.26,549.05,235.37
329284,123927,38050,18000,5,159.906,799.53,706.62,538.86,260.67
329284,123927,36001,13000,4,218.7225,874.89,773.23,336.94,537.95
329284,123927,67550,20000,3,676.8766667,2030.63,1794.67,1057.69,972.94
329285,123938,60900,1000,1,327.62,327.62,296.05,140.82,186.8
329289,123944,60900,1000,1,327.62,327.62,296.05,140.82,186.8
329290,123955,61761,1000,1,401.16,401.16,402.7,408.22,-7.06
329295,123976,26502,1000,1,493.56,493.56,446.01,266.94,226.62
329297,123979,37441,1000,1,693.51,693.51,560.6799,338.5,355.01
329312,124007,32721,12000,5,41.466,207.33,175.27,76.62,130.71
329312,124007,28739,9000,3,85.49,256.47,216.81,177.96,78.51
329312,124007,32720,11000,20,27.6315,552.63,467.17,154.06,398.57
329312,124007,11690,4000,20,104.229,2084.58,1762.22,667.75,1416.83
329314,124014,29260,1000,1,277.02,277.02,279.61,166.3,110.72
329324,124036,36001,1000,32,169.453125,5422.5,7762.46,2695.49,2727.01
329330,124051,62510,1000,1,718.29,718.29,580.71,375.57,342.72
329335,124089,26190,1000,2,294.265,588.53,497.51,182.33,406.2
329077,122236,265062,1100,100,673.7019,67370.19,78786.81,49154.0,18216.19
329079,122825,23678,3000,14,83.84428571,1173.82,1424.72,621.6,552.22
329079,122825,23678,3001,86,83.84476744,7210.65,8751.81,3818.4,3392.25
329079,122825,24336,4000,100,99.375,9937.5,12061.5,3481.76,6455.74
329079,122825,265072,1000,100,759.6957,75969.57,88843.43,46999.03,28970.54
329080,123185,62840,10000,14,23.04,322.56,377.44,109.12,213.44
329082,122913,37559,1000,1000,0.37718,377.18,15.72,340.1,37.08
329083,123825,33244,1000,1,597.14,597.14,24.88,287.65,309.49
329087,121749,38330,12000,45,7.056,317.52,286.92,109.95,207.57
329089,121837,61630,2001,10,85.07,850.7,1029.762,663.24,187.46
329089,121837,62770,1001,35,112.7422857,3945.98,4776.538,2670.16,1275.82
329090,121839,61630,2000,4,85.07,340.28,411.9048,265.3,74.98
329090,121839,62770,1000,22,112.7422727,2480.33,3002.3956,1678.39,801.94
329091,121863,63891,4000,8,1325.13625,10601.09,11484.51,5698.85,4902.24
329095,122032,30859,2000,8,132.99375,1063.95,981.01,425.75,638.2
329096,122055,39529,3000,2,142.31,284.62,209.52,170.7,113.92
329110,122868,39972,40000,2,122.955,245.91,198.81,106.28,139.63
329113,122958,39972,33000,2,120.5,241.0,203.72,106.28,134.72
329116,122999,38006,34000,1,556.24,556.24,546.76,332.77,223.47
329121,123219,30281,2000,2,621.37,1242.74,914.8,905.97,336.77
329122,123220,60794,7000,16,23.47,375.52,454.56,188.67,186.85
329126,123259,63800,5000,7,48.76857143,341.38,413.22,0.0,341.38
329139,123544,34440,15000,4,65.755,263.02,222.34,144.07,118.95
329139,123544,36031,19000,8,68.10625,544.85,460.59,181.39,363.46
329139,123544,27550,11000,1,587.75,587.75,496.86,296.55,291.2
329139,123544,39972,46000,5,120.498,602.49,509.31,265.7,336.79
329143,123664,36001,1000,1,227.84,227.84,184.19,84.23,143.61
329144,123679,34440,1000,5,65.754,328.77,277.93,180.09,148.68
329148,123781,36031,3000,4,67.41,269.64,233.08,90.69,178.95
329148,123781,32655,15000,4,127.765,511.06,441.74,338.14,172.92
329148,123781,26370,13000,6,110.0966667,660.58,570.98,345.22,315.36
329148,123781,36945,8000,1,870.29,870.29,752.26,563.65,306.64
329148,123781,47550,22000,3,622.5666667,1867.7,1614.4,938.83,928.87
329149,123813,34862,2000,1,264.62,264.62,213.94,95.87,168.75
329151,123823,47801,1000,1,1250.18,1250.18,377.66,475.75,774.43
329158,123853,30093,13000,1,261.02,261.02,230.7,159.14,101.88
329158,123853,29260,3000,1,295.48,295.48,261.15,166.3,129.18
329158,123853,36001,4000,3,218.7233333,656.17,579.92,252.7,403.47
329158,123853,20910,1000,2,437.925,875.85,774.07,509.75,366.1
329158,123853,28401,2000,2,513.03,1026.06,906.82,544.55,481.51
329163,123876,29071,5000,24,91.41083333,2193.86,2160.7,716.74,1477.12
329164,123877,29460,1000,1,242.99,242.99,196.4371,97.88,145.11
329165,123880,29260,1000,1,301.64,301.64,254.99,166.3,135.34
329172,123910,26150,1000,1,304.63,304.63,246.28,87.35,217.28
329173,123912,31149,2000,8,46.095,368.76,298.12,159.14,209.62
329173,123912,30289,1000,6,824.3316667,4945.99,3998.57,3278.64,1667.35
329181,123926,604700,5000,1,294.49,294.49,280.51,203.13,91.36
329187,123940,62550,1000,1,302.05,302.05,272.95,249.3,52.75
329192,123948,26502,1000,1,493.56,493.56,446.01,266.94,226.62
329197,123953,60035,1000,42,386.4697619,16231.73,14510.17,11041.09,5190.64
329204,123972,67550,1000,16,629.635625,10074.17,10327.43,5641.03,4433.14
329212,124000,47550,3000,1,641.82,641.82,518.88,312.94,328.88
329215,124013,34862,1000,1,256.68,256.68,221.88,95.87,160.81
328966,121936,32900,1000,30,34.76166667,1042.85,43.45,604.1,438.75
328969,121726,61687,2000,324,21.48787037,6962.07,290.0868,5800.96,1161.11
328971,121814,30425,1000,102,25.38519608,2589.29,107.8858,2079.11,510.18
328972,121829,35009,1000,378,37.58830688,14208.38,592.021,6451.59,7756.79
328973,121834,35111,1000,120,11.7945,1415.34,58.968,356.28,1059.06
328974,121835,29277,1000,812,38.70028325,31424.63,1309.3636,15342.66,16081.97
328975,121882,31320,1000,210,9.523,1999.83,83.328,1693.73,306.1
328977,121896,30426,1000,72,6.0825,437.94,18.252,321.83,116.11
328978,122123,30448,1000,65,11.88953846,772.82,32.1985,638.24,134.58
328979,123229,30448,1000,25,11.8896,297.24,12.3825,245.48,51.76
328981,122881,31400,1000,648,34.00501543,22035.25,918.1412,16718.08,5317.17
